Geneid,EBY_1,EBY_2,EBY_3,EBY-U_1,EBY-GNSR_1,EBY-GNSR_2,EBY-GNHR_1,EBY-GNHR_2,EBY-GNHR_3,EBY-GNUR_1,EBY-GNUR_2,EBY-GNUR_3,JGI_annotation,KEGG_annotation,Metabolic_Summary
jgi|Sacce1|6254|YPL102C,0.65,0.34,0.5,0.43,0.74,0.52,0.15,0.19,0.8,0.2,0.64,1.91,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 38
}
])"
jgi|Sacce1|6255|YPL101W,67.43,71.25,68.37,44.35,75.33,73.92,43.99,35.06,41.42,52.48,48.73,54.39,,"K11375 elongator complex protein 4 | (RefSeq) ELP4, HAP1, KTI9, TOT7; Elongator subunit ELP4","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 35
}
])"
jgi|Sacce1|6256|YPL100W,19.3,21.14,21.19,75.19,54.14,56.55,63.03,66.7,75.07,47.0,48.73,63.68,,"K17908 autophagy-related protein 18 | (RefSeq) ATG21, HSV1, MAI1; Atg21p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 32
}
])"
jgi|Sacce1|6257|YPL099C,46.09,41.23,41.52,63.97,55.23,53.9,78.79,72.03,70.95,92.94,102.13,107.33,,"no KO assigned | (RefSeq) INA17, AIM43, FMP14; Ina17p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 29
}
])"
jgi|Sacce1|6258|YPL098C,145.47,142.66,139.11,134.29,157.23,153.08,156.51,135.76,134.24,280.92,283.58,306.95,,no KO assigned | (RefSeq) MGR2; Mgr2p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 27
}
])"
jgi|Sacce1|6259|YPL097W,21.67,22.31,23.14,26.98,22.9,20.44,18.85,17.79,18.79,25.94,25.29,28.3,Tyrosine--tRNA ligase,K01866 tyrosyl-tRNA synthetase [EC:6.1.1.1] | (RefSeq) MSY1; tyrosine--tRNA ligase MSY1,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
])"
jgi|Sacce1|625|YCL021W-A,20.17,19.01,19.32,7.11,27.33,24.75,5.51,6.33,7.42,8.78,10.5,9.72,,no KO assigned | (RefSeq) uncharacterized protein,No specific metabolic synthesis information found.
jgi|Sacce1|6260|YPL096C-A,32.43,30.55,33.26,62.35,31.03,34.79,73.88,58.89,69.11,38.17,40.54,46.43,,"K11002 phosphatidylinositol N-acetylglucosaminyltransferase ERI1 subunit | (RefSeq) ERI1, RIN1; Eri1p",The gene 'jgi|Sacce1|6260|YPL096C-A' encodes phosphatidylinositol N-acetylglucosaminyltransferase subunit Y and is part of the Glycosylphosphatidylinositol (GPI)-anchor biosynthesis pathway.
jgi|Sacce1|6261|YPL096W,29.21,29.9,31.42,68.82,50.35,48.47,59.71,54.8,59.17,43.3,45.69,51.22,,K01456 peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52] | (RefSeq) PNG1; peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase,No specific metabolic synthesis information found.
jgi|Sacce1|6262|YPL095C,33.27,35.76,42.57,284.44,205.45,211.4,234.75,268.84,274.45,27.19,27.61,29.61,,K07019 uncharacterized protein | (RefSeq) EEB1; medium-chain fatty acid ethyl ester synthase/esterase,"This gene, EEB1, synthesizes medium-chain fatty acid ethyl esters and exhibits short-chain carboxylesterase activity, participating in both the biosynthetic and catabolic processes of medium-chain fatty acids."
jgi|Sacce1|6263|YPL094C,192.56,190.24,178.34,102.69,160.2,162.6,93.4,75.3,82.48,162.22,174.64,165.18,,"K12275 translocation protein SEC62 | (RefSeq) SEC62, LPG14; Sec63 complex subunit SEC62","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 39
}
])"
jgi|Sacce1|6264|YPL093W,449.64,470.32,484.04,56.59,211.08,223.47,58.35,67.06,42.39,98.44,144.41,87.79,,K06943 nucleolar GTP-binding protein | (RefSeq) NOG1; putative GTPase NOG1,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 36
}
])"
jgi|Sacce1|6265|YPL092W,54.99,59.12,65.3,313.37,274.24,302.82,275.72,276.18,345.38,230.16,251.11,288.89,,"no KO assigned | (RefSeq) SSU1, LPG16; Ssu1p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 33
}
])"
jgi|Sacce1|6266|YPL091W,114.78,116.99,119.71,162.08,160.27,163.95,164.56,159.12,168.75,197.51,181.7,200.29,,"K00383 glutathione reductase (NADPH) [EC:1.8.1.7] | (RefSeq) GLR1, LPG17; glutathione-disulfide reductase GLR1","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 21
}
])"
jgi|Sacce1|6267|YPL090C,2895.65,2831.12,2824.36,259.86,1913.91,1960.51,294.58,311.16,235.18,668.85,714.96,704.85,,K02991 small subunit ribosomal protein S6e | (RefSeq) RPS6A; ribosomal 40S subunit protein S6A,
jgi|Sacce1|6268|YPL089C,26.52,30.2,26.23,100.36,50.06,52.15,103.75,115.05,121.71,94.43,94.99,92.88,,K09265 transcription factor RLM1 | (RefSeq) RLM1; Rlm1p,
jgi|Sacce1|6269|YPL088W,29.04,28.74,29.81,78.7,65.14,71.82,108.3,114.73,104.69,84.46,92.8,102.53,Aryl-alcohol dehydrogenase (NADP+),no KO assigned | (RefSeq) aldo-keto reductase superfamily protein,
jgi|Sacce1|626|YCL018W,692.21,718.73,652.01,2760.48,707.33,703.62,3679.12,3395.06,3127.46,143.15,138.59,230.49,3-isopropylmalate dehydrogenase,K00052 3-isopropylmalate dehydrogenase [EC:1.1.1.85] | (RefSeq) LEU2; 3-isopropylmalate dehydrogenase,
jgi|Sacce1|6270|YPL087W,57.1,49.91,56.24,179.94,158.5,164.14,169.84,155.72,151.36,282.34,317.12,277.22,In linear amides,K04711 dihydroceramidase [EC:3.5.1.-] | (RefSeq) YDC1; alkaline dihydroceramidase,
jgi|Sacce1|6271|YPL086C,109.84,112.17,109.59,21.49,89.85,93.6,20.24,21.01,18.01,43.09,49.43,42.04,Histone acetyltransferase,"K07739 elongator complex protein 3 (tRNA carboxymethyluridine synthase) [EC:2.3.1.311] | (RefSeq) ELP3, HPA1, KAT9, KTI8, TOT3; Elongator subunit ELP3",
jgi|Sacce1|6272|YPL085W,12.68,15.89,13.05,11.0,16.71,17.37,9.83,10.79,10.09,21.59,19.04,17.36,Ubiquitin--protein ligase,"K20353 COPII coat assembly protein SEC16 | (RefSeq) SEC16, LPF1; Sec16p",
jgi|Sacce1|6273|YPL084W,23.39,25.87,26.12,90.12,33.78,33.03,59.17,77.36,73.93,39.23,35.74,45.06,Protein-tyrosine-phosphatase,"no KO assigned | (RefSeq) BRO1, ASI6, LPF2, NPI3, VPS31; Bro1p",
jgi|Sacce1|6274|YPL083C,36.12,35.69,38.3,19.97,29.57,29.01,18.27,18.15,18.97,26.16,27.7,26.56,tRNA-intron endonuclease,K15326 tRNA-splicing endonuclease subunit Sen54 | (RefSeq) SEN54; tRNA splicing endonuclease subunit SEN54,
jgi|Sacce1|6275|YPL082C,40.9,44.44,45.19,9.1,21.03,23.61,10.14,10.13,10.72,16.52,17.41,12.71,Adenosinetriphosphatase,"K15192 TATA-binding protein-associated factor [EC:5.6.2.-] | (RefSeq) MOT1, BUR3, END10, LPF4; DNA-binding ATPase",
jgi|Sacce1|6276|YPL081W,372.48,362.41,373.31,26.03,299.57,307.5,30.16,29.16,25.3,131.28,149.8,122.71,,K02997 small subunit ribosomal protein S9e | (RefSeq) RPS9A; ribosomal 40S subunit protein S9A,
jgi|Sacce1|6277|YPL080C,0.3,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,no KO assigned | (RefSeq) uncharacterized protein,
jgi|Sacce1|6278|YPL079W,2071.42,1921.52,1857.76,148.4,1275.44,1224.73,214.24,184.89,149.48,395.46,461.38,418.16,,K02889 large subunit ribosomal protein L21e | (RefSeq) RPL21B; ribosomal 60S subunit protein L21B,
jgi|Sacce1|6279|YPL078C,404.31,418.7,404.72,1737.9,633.21,630.83,1913.17,1982.99,1857.81,2587.4,2519.01,2522.7,H(+)-transporting two-sector ATPase,"K02127 F-type H+-transporting ATPase subunit b | (RefSeq) ATP4, LPF7; F1F0 ATP synthase subunit 4",
jgi|Sacce1|627|YCL017C,97.35,96.4,101.12,180.37,98.24,98.2,207.88,182.01,192.08,102.17,105.67,114.59,,"K04487 cysteine desulfurase [EC:2.8.1.7] | (RefSeq) NFS1, SPL1; cysteine desulfurase",
jgi|Sacce1|6280|YPL077C,20.14,21.22,23.17,23.29,21.0,21.74,14.83,14.36,17.11,19.1,17.36,19.68,,no KO assigned | (RefSeq) uncharacterized protein,
jgi|Sacce1|6281|YPL076W,26.17,26.23,25.59,17.57,27.5,27.56,14.97,18.75,15.94,20.68,26.54,21.3,Phosphatidylinositol N-acetylglucosaminyltransferase,"K03859 phosphatidylinositol N-acetylglucosaminyltransferase subunit C | (RefSeq) GPI2, GCR4; phosphatidylinositol N-acetylglucosaminyltransferase",
jgi|Sacce1|6282|YPL075W,72.69,72.54,78.35,22.65,48.37,51.25,18.23,19.79,19.65,12.56,13.77,14.68,,"K21646 glycolytic genes transcriptional activator GCR1 | (RefSeq) GCR1, LPF10, SIT3; transcription regulator GCR1",
jgi|Sacce1|6283|YPL074W,34.34,35.16,38.11,69.6,36.12,36.78,61.15,61.13,59.06,52.27,56.17,55.76,,no KO assigned | (RefSeq) YTA6; putative AAA family ATPase YTA6,
jgi|Sacce1|6284|YPL073C,0.3,0.0,0.39,0.0,0.09,0.0,0.19,0.12,0.2,0.25,0.13,0.22,,,
jgi|Sacce1|6285|YPL072W,12.1,13.13,12.47,8.34,13.03,12.9,5.43,6.73,6.15,13.87,12.97,14.07,Ubiquitin thiolesterase,K11874 ubiquitin carboxyl-terminal hydrolase 16 [EC:3.4.19.12] | (RefSeq) UBP16; putative ubiquitin-specific protease UBP16,
jgi|Sacce1|6286|YPL071C,51.32,50.99,50.26,79.57,51.31,56.13,103.94,92.51,88.96,113.71,127.19,108.49,,no KO assigned | (RefSeq) uncharacterized protein,
jgi|Sacce1|6287|YPL070W,37.98,37.99,41.8,122.02,52.81,59.77,81.81,99.21,93.9,111.7,117.18,107.26,,no KO assigned | (RefSeq) MUK1; guanine nucleotide exchange factor MUK1,
jgi|Sacce1|6288|YPL069C,28.86,32.09,30.5,8.97,21.66,24.4,6.69,7.64,7.34,14.42,17.94,15.37,,"K00804 geranylgeranyl diphosphate synthase, type III [EC:2.5.1.1 2.5.1.10 2.5.1.29] | (RefSeq) BTS1; farnesyltranstransferase",
jgi|Sacce1|6289|YPL068C,5.44,6.03,5.03,2.01,5.7,5.72,2.1,2.51,2.58,5.06,4.5,5.0,,no KO assigned | (RefSeq) uncharacterized protein,
jgi|Sacce1|628|YCL016C,26.05,27.09,29.31,35.6,24.53,23.64,42.67,38.58,39.03,43.16,45.98,42.91,,K11271 sister chromatid cohesion protein DCC1 | (RefSeq) DCC1; Dcc1p,
jgi|Sacce1|6290|YPL067C,23.97,26.39,20.95,18.99,28.82,21.31,30.7,28.24,21.94,23.94,26.58,28.76,,no KO assigned | (RefSeq) HTC1; Htc1p,
jgi|Sacce1|6291|YPL066W,43.22,46.02,46.4,32.44,55.69,54.5,24.51,26.17,27.92,31.83,32.93,35.05,,no KO assigned | (RefSeq) RGL1; Rgl1p,
jgi|Sacce1|6292|YPL065W,35.25,32.33,33.79,39.81,33.46,32.01,39.47,35.04,39.71,37.56,37.39,33.21,,"K12184 ESCRT-I complex subunit VPS28 | (RefSeq) VPS28, VPL13, VPT28; ESCRT-I subunit protein VPS28",
jgi|Sacce1|6293|YPL064C,57.41,59.5,57.49,94.01,69.32,74.09,97.88,82.86,84.92,85.34,87.81,86.83,Peptidylprolyl isomerase,K12737 peptidyl-prolyl cis-trans isomerase SDCCAG10 [EC:5.2.1.8] | (RefSeq) CWC27; putative peptidylprolyl isomerase CWC27,
jgi|Sacce1|6294|YPL063W,94.55,96.32,99.85,45.42,98.39,95.36,37.03,34.2,34.58,79.7,78.77,87.38,,K17496 mitochondrial import inner membrane translocase subunit TIM50 | (RefSeq) TIM50; protein translocase subunit TIM50,
jgi|Sacce1|6295|YPL062W,0.36,0.34,0.57,0.81,0.11,0.26,1.01,0.58,0.84,2.08,1.77,1.3,,no KO assigned | (RefSeq) uncharacterized protein,
jgi|Sacce1|6296|YPL061W,155.75,161.74,156.54,580.08,164.96,172.97,453.22,388.43,533.24,875.7,646.44,715.5,Aldehyde dehydrogenase (NAD+),"K00128 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3] | (RefSeq) ALD6, ALD1; aldehyde dehydrogenase (NADP(+)) ALD6",
jgi|Sacce1|6297|YPL060W,15.76,14.69,16.44,27.06,29.15,29.41,24.66,23.67,27.7,32.24,33.2,30.74,,"K16075 magnesium transporter | (RefSeq) MFM1, LPE10; Mfm1p",
jgi|Sacce1|6298|YPL059W,159.98,141.88,149.94,163.0,155.1,155.95,165.31,136.48,146.8,264.01,261.76,282.28,,K07390 monothiol glutaredoxin | (RefSeq) GRX5; monothiol glutaredoxin GRX5,
jgi|Sacce1|6299|YPL058C,270.67,271.9,336.01,150.39,167.74,179.46,131.58,207.11,152.62,69.45,95.82,47.43,,"K08712 ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2 | (RefSeq) PDR12; ATP-binding cassette multidrug transporter PDR12",
